Example ID,Target,Features_ 1,Features_ 2,Features_ 3,Features_ 4,Features_ 5,Features_ 6,Features_ 7,Features_ 8,Features_ 9,Features_10,Features_11,Features_12,Features_13,Features_14,Features_15,Features_16,Features_17,Features_18,Features_19,Features_20,Features_21
ID350,-2.854448,-0.212089,-0.222299,-0.013276,1.76977,0.566275,-0.09978,0.147833,0.608334,0.35231,-0.1872,-1.117329,-0.603984,-0.019995,0.773518,-3.106463,4.535177,-5.75521,-22.196303,-8.325036,-4.470538,17.999479
ID351,21.357908,-0.208005,-0.307342,-0.080601,1.653437,0.601492,-0.182635,0.221482,0.36681,0.655825,-0.55952,-2.14063,-1.033556,-0.037002,1.580847,2.877868,-0.302723,2.430607,-2.53449,0.475455,0.789735,-3.943872
ID352,22.29188,-0.012417,-0.178608,-0.101535,1.290222,0.2709,-0.010146,0.324983,-0.378833,-0.038626,-0.354903,0.079286,-0.126306,-0.166408,0.005239,-8.561429,-5.794165,4.951724,28.783908,5.029017,-6.694843,-18.498798
ID353,27.864849,0.033844,-0.440897,0.137372,1.498394,0.095386,0.141226,0.171383,1.981572,-0.33542,-0.052907,-2.785557,0.314819,-0.184405,-1.755222,0.660315,1.119691,-3.205064,-3.27531,-1.440965,0.388763,2.603794
ID354,46.758575,-0.459228,-0.475203,-0.259756,1.856127,0.017695,-0.137261,0.544232,0.38152,0.123249,0.251808,-1.326719,0.140343,0.16559,-1.153399,21.134704,5.677143,6.469089,-9.22033,-0.56672,4.537435,-12.687768
ID355,21.068544,-0.319539,-0.327237,-0.048694,1.635169,0.388772,-0.19657,0.183054,-0.44226,-0.838656,0.346235,2.131533,1.250306,-0.587497,-1.797306,5.31342,-0.673363,8.611727,1.239355,4.721264,4.501497,-6.097237
ID356,-1.495187,0.356769,-0.353561,0.087295,1.396073,-0.030843,0.117443,0.089294,0.812568,0.062205,-0.514921,-1.63149,0.143888,-0.197721,-0.900585,-13.261888,4.746499,-3.326981,4.687024,-2.205235,-0.551919,3.687842
ID357,43.300255,0.298608,-0.371902,0.234281,1.002845,0.48208,0.096618,0.404071,0.257138,0.245422,-0.170397,-1.487016,-0.001301,-0.065813,0.892312,-5.142844,-0.536707,0.370964,26.014939,-0.188878,2.671033,-16.060657
ID358,9.378901,-0.101355,-0.317152,-0.00512,1.592789,0.401747,-0.0907,0.052634,-0.242335,-0.677972,0.44457,2.034429,1.112923,-0.268278,-2.064587,-0.084428,1.625438,0.833172,-9.252924,1.051113,3.602513,12.284199
ID359,-7.154773,-0.128429,-0.407684,-0.055751,1.904922,0.721815,-0.091341,-0.106871,-0.472251,0.041368,-0.259883,-0.237238,-0.011019,-0.303481,0.737418,-5.360172,3.331146,-11.109713,-21.555491,-12.884732,-9.863536,16.077516
ID360,31.127075,0.010785,-0.292049,-0.07258,1.615073,-0.002192,0.039191,0.250402,0.88272,-0.243517,0.887979,-0.366565,0.190469,0.217482,-0.458389,7.163293,-3.293996,7.436318,-3.764683,-0.350332,2.308504,-3.020065
ID361,12.912978,-0.448264,-0.369552,-0.017634,1.920593,0.050744,0.085989,0.542698,1.62611,0.009102,1.142752,-0.237208,0.545736,0.419463,-0.799793,8.209148,-2.952933,-3.652368,-15.985187,-2.061761,-2.717461,-14.340509
ID362,13.456683,-0.506384,-0.313506,-0.029258,1.94293,-0.036938,0.105935,0.53656,-0.056259,0.092739,-0.969308,0.333857,-0.46596,-0.327401,0.606533,9.141374,-0.79418,-3.320487,-14.748564,-1.73527,-4.658596,-12.495571
ID363,12.233348,0.071229,-0.386139,-0.02288,1.607376,0.046126,0.024614,0.26728,1.813689,-0.340327,1.242996,-1.210582,0.279215,0.609651,-1.023471,-3.806575,-4.761974,-3.854162,-4.41639,-0.704614,-2.7086,0.090359
ID364,17.262613,0.258437,-0.538884,0.153457,1.280713,0.072044,0.076783,0.092363,1.200118,-0.618769,0.734512,-0.832575,0.062247,0.251129,-0.478358,-6.163078,1.784193,-3.085596,3.955416,-0.362537,-1.056102,2.847508
ID365,-0.951483,0.335846,-0.494901,0.179721,1.170946,0.103617,0.104401,-0.002767,-0.548056,0.048839,-0.042902,-0.895565,0.017892,0.055021,-0.460796,-15.395863,3.773386,-4.220796,16.844095,-0.886942,-1.613401,7.787947
ID366,-4.621487,-0.616978,-0.512528,0.164506,1.946422,0.821121,-0.527099,0.031222,0.113481,0.714959,-0.481252,-1.275743,-1.505486,-0.241824,1.350797,1.166086,1.231861,-6.004755,-9.599428,-8.144137,2.101011,8.748817
ID367,25.418179,0.027561,-0.390789,0.040768,1.572096,0.040722,0.082153,0.216646,-0.225762,0.066812,-0.212642,0.1207,-0.052224,0.006738,0.079504,2.549931,-0.667023,2.074465,-1.253598,0.456952,-0.011872,0.016611
ID368,-4.485561,-0.539088,-0.361541,-0.135915,1.793264,-0.015921,0.026149,0.556507,-0.062252,0.000045,0.006157,-0.119113,0.018452,-0.001389,-0.115168,-0.001793,-0.002413,0.160152,1.033784,-0.31896,0.005484,0.985076
ID369,19.845209,-0.49322,-0.41922,-0.127684,1.956093,0.069625,-0.039829,0.581824,0.131209,0.087987,0.524287,-0.784658,0.37531,0.273308,-0.395368,12.886708,2.218927,-0.208087,-15.337727,-1.640131,0.906279,-18.480032
ID370,22.699657,-0.551577,-0.445141,0.07741,1.854546,0.51563,-0.337732,0.137791,0.855033,0.801974,-0.281012,-1.599388,-1.371109,0.392815,0.917893,14.469228,11.607586,-7.070009,-24.337621,-15.737381,8.392247,16.851494
ID371,36.234474,-0.104584,-0.237442,-0.130269,1.709012,0.527508,-0.05068,-0.047798,-0.816826,-0.079521,-0.423737,-0.447543,-0.230667,-0.691714,0.500815,2.496158,-7.308441,1.52868,19.306725,5.661348,6.641789,-12.977666
ID372,0.815557,0.293466,-0.559869,0.159835,1.279739,0.064504,0.073714,0.088527,1.446814,-0.807692,1.051941,-0.987316,0.097385,0.345321,-0.585118,-12.252184,4.123461,-4.569693,6.598271,-0.317527,-1.373368,3.916971
ID373,3.091429,-0.500456,-0.290166,0.089642,1.98786,0.477274,-0.117425,-0.064676,-0.064851,-0.6261,0.737237,1.957533,1.293108,0.224439,-1.28746,-0.871757,3.420076,-0.252778,-4.83654,-1.379878,-0.503596,12.740625
ID374,48.117836,-0.566294,-0.248946,0.003698,1.74991,-0.117897,0.22178,0.496667,0.690835,-0.128736,1.052394,1.282105,0.402628,0.502926,0.384798,26.244028,-3.727369,3.67062,-6.057995,2.503831,-2.016334,-11.166673
ID375,45.059105,0.246081,-0.198109,0.071013,1.166208,0.500678,-0.003882,0.337326,-0.158802,0.164105,-0.34989,-0.08174,-0.162372,-0.022861,0.027688,-6.307036,-3.66478,0.249418,29.761684,2.415589,4.097393,-19.858152
ID376,42.257652,0.03905,-0.142951,0.05298,1.539586,0.331912,0.047519,0.131722,0.26073,0.224955,-0.244654,-1.987,-0.220649,-0.144873,1.57454,7.267282,0.606073,1.04389,-5.224396,-0.755667,1.239358,-4.01573
ID377,36.020412,0.303267,-0.461726,0.125026,1.256869,0.03689,0.089057,0.029454,-0.297836,0.074866,-0.129573,0.251256,-0.040325,-0.001236,0.042381,1.938602,-1.019606,0.517229,-1.121245,0.689684,0.035734,-0.148339
ID378,28.816332,0.18662,-0.485162,0.112114,1.236385,0.164061,0.109004,0.032523,2.106975,-0.383831,0.094694,-2.673901,0.140918,0.002699,-1.295769,-6.856573,2.209708,0.324727,12.814812,-1.950806,-0.045972,9.786544
ID379,-10.874087,-0.46926,-0.626559,0.001552,1.911111,0.950994,-0.621462,0.010508,0.22464,0.546292,0.03708,-0.155409,-0.66139,0.171925,0.310577,-1.485378,12.894599,-9.238237,-20.104537,-32.718289,-7.318406,20.801263
ID380,16.175205,-0.258309,-0.280207,-0.06148,1.463921,0.286419,-0.145169,0.315009,-0.411907,-0.375275,-0.027648,1.058113,0.576958,-0.390613,-0.668212,-4.265215,-9.672065,3.798239,23.491681,14.601961,-4.97231,-17.363826
ID381,-4.586682,-0.625837,-0.435402,0.154108,1.844509,0.656816,-0.470328,0.109474,-0.059281,-1.125144,0.723576,1.525522,1.820652,0.020545,-1.747819,0.278763,1.198471,5.843326,-0.815165,3.347888,1.220949,3.775908
ID382,46.110905,0.232792,-0.200537,0.148453,1.273776,0.378848,0.090481,0.216879,-0.346391,-0.291022,-0.174759,1.888004,-0.005532,0.015365,-1.779129,4.082472,-8.554029,4.07741,9.389131,9.044655,-1.122677,-15.78871
ID383,13.49962,-0.01087,-0.184295,0.212321,1.393282,0.321828,0.138046,0.264444,0.707527,-0.11793,0.140725,-0.949738,-0.137185,0.220182,0.07953,-20.730494,-2.108028,-9.900106,50.898887,-0.172974,0.551466,-26.120839
ID384,2.515429,0.004492,-0.323961,0.138651,1.578604,0.543373,0.058259,0.158573,0.26266,0.057873,-0.079736,-0.530461,0.056809,0.012788,0.567301,-1.661624,5.02012,-7.335885,-21.939752,-5.125338,-5.025709,18.865701
ID385,14.505248,-0.232478,-0.222308,0.053734,1.920818,0.347494,0.016065,-0.136791,-0.054893,-0.404978,0.503999,1.972939,0.803249,0.017456,-1.006842,3.149834,3.077726,-0.981656,-12.084637,-2.359416,-2.10916,15.596413
ID386,-30.447445,0.096425,-0.361918,-0.014555,1.450265,0.009715,0.049164,0.141463,-0.551406,0.042302,0.083366,0.382975,-0.000621,0.038433,0.285605,-21.726186,0.659681,1.798044,15.102377,0.061199,1.018151,9.105145
ID387,10.874087,-0.027574,-0.285011,-0.11562,1.631503,-0.019596,0.033053,0.277254,0.237872,0.030347,-0.015373,0.012159,0.001467,-0.005835,-0.010672,-2.547043,-0.083976,0.113521,-0.469588,0.050268,0.036095,-0.307978
ID388,10.347119,-0.119946,-0.243168,0.217034,1.897036,0.349442,0.170268,-0.208139,0.009607,-0.214223,0.368175,1.271931,0.426693,0.131801,-0.651371,1.147739,7.98473,-5.693355,-20.146496,-6.171622,0.689724,17.291778
ID389,45.807091,-0.409246,-0.251082,-0.036452,1.637535,-0.118368,0.124348,0.352437,-1.64385,-0.070192,-0.10588,-0.074915,0.014057,0.193504,0.381892,17.128368,-0.92955,4.740657,0.61058,3.300108,1.71367,-2.073508
ID390,-38.738937,-0.502505,-0.476714,0.098773,1.962492,0.52917,-0.235697,-0.024851,-0.605375,-0.136774,0.33031,0.432141,0.381059,0.025676,0.225008,-7.125253,6.462023,-13.687716,-14.392701,-8.720078,-1.889401,18.659331
ID391,10.602235,-0.478078,-0.350671,-0.18706,1.943684,-0.049536,-0.00684,0.577988,1.079997,0.328875,-0.234978,0.208042,-0.112924,-0.109649,-0.014303,6.560138,2.167609,-0.108802,-8.725589,0.550054,1.844892,-8.392665
ID392,42.001163,-0.222729,-0.345424,-0.086121,1.656039,-0.007124,0.057603,0.320983,-3.021978,0.185498,-2.959259,1.221598,-0.693584,-1.074162,1.281603,18.859774,-18.900579,4.156822,-18.611479,0.260587,-9.421622,-9.194662
ID393,38.195232,-0.478204,-0.377029,-0.19372,1.870265,-0.033796,-0.016046,0.621717,1.094217,0.098024,0.584883,-0.519431,0.488695,0.05442,-0.778035,21.235425,5.784371,15.228953,-10.261777,1.268389,4.589241,-17.603437
ID394,7.340009,-0.281414,-0.343853,-0.123914,1.737564,-0.046897,0.049931,0.41151,0.135682,0.005489,0.184305,-0.071028,0.091466,0.001009,-0.025744,-0.166898,0.060692,-0.528027,0.383094,-0.763778,-0.024092,-0.517423
ID395,25.010401,0.059369,-0.258844,0.089002,1.263299,0.26559,0.065805,0.334956,-0.128799,0.554101,-0.515558,-1.235387,-0.099366,0.00698,1.082407,-2.006242,-1.86592,-3.770501,4.116502,2.495601,-2.161663,-5.079806
ID396,-35.068932,0.32617,-0.411021,0.127131,1.383726,0.079615,0.079084,0.114611,0.091532,-0.108662,0.576966,-2.391006,0.399332,0.437086,-1.477755,-20.84529,7.345897,-11.113142,9.346829,-2.688004,2.420745,4.172296
ID397,2.582596,-0.383659,-0.413913,0.022715,1.850242,0.490905,-0.247972,0.06184,-0.535383,-0.15507,0.144465,0.331867,0.266936,-0.023957,-0.008713,0.523173,7.219501,-7.034236,-17.577613,-12.744575,-1.086168,14.749349
ID398,15.666707,-0.432974,-0.512582,-0.139977,1.644609,0.658543,-0.580034,0.295131,0.023951,-0.254578,0.130202,0.785467,0.955642,0.133554,-0.93884,-0.282626,-8.339883,9.723261,19.487921,20.334724,0.927876,-18.722715
ID399,42.137089,-0.377013,-0.246558,-0.20503,1.511683,-0.152391,0.122046,0.341697,-3.010165,-0.916952,-0.419615,1.238337,-0.065299,-0.033578,1.68311,13.205846,1.624345,16.303198,8.171542,4.750694,2.517827,3.855112
ID400,20.932617,-0.133933,-0.260446,-0.024315,1.438788,0.279068,-0.055409,0.318078,0.072463,-0.546495,0.451838,1.709896,0.431096,-0.064211,-1.634392,2.850126,-0.315084,6.6019,0.972077,1.676108,0.687235,-7.347257
ID401,41.495365,0.188652,-0.194527,-0.046137,1.216473,0.465618,-0.05068,0.361109,0.030098,0.102366,-0.2183,-0.726102,-0.219056,-0.015413,0.39303,-5.011017,-4.945609,0.48419,27.412576,4.868836,1.878439,-18.624093
ID402,27.185219,0.241487,-0.21015,0.00663,1.277593,0.357859,0.012102,0.234456,0.185062,0.619932,-0.260637,-1.547577,-0.555047,0.45203,1.456219,2.626293,2.55344,-1.54391,-14.288164,-1.188263,3.040219,8.222137
ID403,24.466696,0.125642,-0.397512,0.050225,1.482875,0.034879,0.068344,0.167547,0.000007,0,0.013223,0.007098,-0.020324,0.005019,0.004289,-0.012045,0.013322,-0.049478,0.248359,0.21074,0.090505,-0.614907
ID404,12.5052,-0.469344,-0.48711,-0.407474,1.804165,-0.059557,-0.147234,0.502804,0.089658,0.028552,0.033617,0.192838,0.09145,0.002409,0.26691,3.622579,1.825918,1.014254,-1.834292,-2.374792,1.029628,-3.353774
ID405,8.291492,0.025509,-0.155957,0.047639,1.621487,0.328833,0.048286,0.06421,0.44255,-0.302085,0.404878,1.463695,0.376813,0.167155,-1.663833,-0.207292,4.259474,1.057779,-4.686143,-2.136666,2.372972,8.230053
ID406,-8.019639,-0.263548,-0.105661,0.059671,1.661134,0.32255,0.066698,0.169314,0.347167,-0.006269,-0.257202,-0.127856,-0.337087,0.018432,-0.211378,-17.672982,-6.239067,-3.094088,49.046054,8.345223,1.182801,-29.73498
ID407,0.543704,0.344202,-0.351236,-0.07657,1.3339,0.019674,0.03382,0.090829,0.562859,0.224213,-0.393073,-0.367424,-0.019188,-0.159693,-0.106345,-10.667759,-2.990794,5.839795,7.359447,0.151162,2.451114,1.260153
ID408,26.777439,0.345145,-0.296258,-0.082633,1.283038,0.024543,0.029985,0.067813,-0.000676,0.001184,-0.001364,-0.03551,-0.010715,-0.005787,-0.04618,-1.702195,-0.281207,0.426119,2.576392,-0.143546,-0.020099,1.339806
ID409,14.27224,-0.44159,-0.350296,0.010588,1.669067,0.377211,-0.231094,0.231387,0.433896,0.825002,-0.750266,-2.023713,-1.245316,0.341138,1.692809,0.80975,-2.261889,4.571544,2.600865,6.042227,1.206608,-5.629033
ID410,19.709284,-0.349879,-0.221208,-0.052735,1.829523,0.397666,-0.089806,-0.015576,0.193847,-0.500696,0.635332,1.768801,0.816776,0.276009,-2.781923,2.877306,0.572981,4.969834,16.902131,3.982491,9.631573,-5.643638
ID411,0.951483,-0.357629,-0.394622,0.041271,1.629776,0.037267,0.092893,0.384659,-0.061367,0.011896,-0.068642,0.096768,0.00191,0.041178,0.007028,-0.792226,0.212733,-5.532262,2.670058,-0.290837,-1.26894,1.724925
ID412,-6.349835,-0.649085,-0.276123,0.166863,2.153359,0.578684,-0.075997,-0.099199,-0.013667,-0.220846,0.368861,0.904491,0.637461,0.055851,-0.292036,2.403113,5.029366,-7.064124,-22.239396,-12.243815,-4.765304,15.04556
ID413,-9.650752,0.356957,-0.540737,0.212582,1.254575,0.059886,0.098264,0.046332,-0.206257,-0.01405,0.297941,-0.877855,0.064775,0.2167,-0.474494,-14.1262,5.323989,-9.709492,12.104183,-1.105817,-2.266155,5.550608
ID414,27.092646,-0.262983,-0.256951,0.100544,1.77109,0.389403,0.114264,-0.031687,-0.802731,-0.309793,-0.008794,1.859152,0.624247,-0.012821,-1.347794,3.822232,-8.959112,6.388156,19.224585,10.937598,5.251957,-17.937406
ID415,-0.951483,-0.431017,-0.42255,-0.376592,1.880695,-0.088837,-0.12652,0.564179,0.247516,0.152739,0.27062,-0.065474,0.098438,0.131942,-0.049474,-1.58827,-1.289595,-2.059272,-0.231746,0.145658,0.062146,-1.376854
ID416,26.097809,-0.072044,-0.228716,-0.132951,1.432034,0.338224,-0.127524,0.242127,-0.086059,0.51716,-0.415402,-1.547201,-0.984482,0.349309,1.305692,0.197402,-4.838748,3.81978,10.024321,8.711459,-1.586628,-11.068177
ID417,30.633389,-0.212372,-0.177792,-0.006868,1.642881,0.294276,-0.066024,0.182356,-0.211675,-0.273812,-0.064691,1.894846,0.226183,-0.014965,-1.479779,3.002875,-11.359413,5.604663,9.774059,20.38087,-11.02657,-13.224069
ID418,9.786377,-0.319406,-0.389714,0.074845,1.844289,0.580412,-0.054516,0.051168,-0.417693,0.503342,-0.647998,-1.514407,-0.792033,-0.383896,1.499708,2.975402,0.378496,-0.580247,-8.657252,-2.625559,-0.682748,0.971851
ID419,29.22411,0.27094,-0.427483,0.086384,1.34298,0.035507,0.087523,0.08239,0.22438,-0.017929,0.066724,-0.04138,-0.006966,0.001499,-0.000148,1.058583,-0.346768,-0.982763,-0.702626,0.109809,-0.766006,-0.365942
ID420,36.020412,0.183839,-0.219134,-0.064685,1.294243,0.342276,-0.03623,0.212975,-0.328447,-0.824014,0.376695,2.238007,0.635524,-0.52604,-2.367862,7.585594,4.3039,8.352293,-12.152186,1.478161,6.392805,9.153913
ID421,34.117447,0.256866,-0.363363,0.019437,1.300474,0.018731,0.05837,0.084691,0.037048,-0.000533,0.00725,0.094973,-0.00967,0.001223,0.064727,1.215173,-0.041034,-0.030379,-1.468622,0.30413,0.034215,-0.563071
ID422,-7.313869,-0.052559,-0.150931,0.065138,1.46425,0.260598,0.041382,0.252937,1.404978,0.023377,0.659956,-1.333228,-0.377746,0.775993,-0.170793,-35.7809,-4.290754,-15.633646,65.318077,5.861968,-8.019641,-25.747994
ID423,-7.076368,-0.516698,-0.367984,0.130294,2.012584,0.704034,-0.293876,-0.047031,-0.132385,0.041669,-0.073602,-0.02828,0.063006,-0.006979,0.344163,-0.348986,4.011107,-8.572411,-18.757884,-16.576369,-3.767773,16.254199
ID424,28.408552,0.233084,-0.467098,0.151792,1.406346,0.045686,0.122813,0.113077,-0.000112,-0.001468,0.018727,0.020108,-0.016327,-0.010164,-0.005535,0.37262,-0.048457,-0.022598,-0.183404,-0.072895,0.012541,0.506434
ID425,-10.874087,-0.012683,-0.239867,-0.233713,1.848022,0.018072,-0.02602,0.427621,2.825704,0.71994,1.495918,-2.306452,0.396693,0.875037,-2.576296,-6.915439,-15.284293,0.606589,-17.483041,2.267393,-3.044691,-3.060906
ID426,22.699657,0.017728,-0.387019,0.030684,1.581709,0.035664,0.080618,0.223551,0.037148,0.000008,0.033601,0.030845,-0.013665,0.001062,0.031168,0.740623,0.02272,0.834798,-0.721633,-0.005846,0.097341,-0.854735
ID427,-6.524452,-0.46504,-0.35997,-0.415862,1.768414,-0.157229,-0.055172,0.526587,0.009808,-0.096788,0.157042,-0.012983,0.214787,0.008914,0.022246,-1.549522,-0.922062,9.465135,0.643709,10.065139,1.492012,1.998738
ID428,10.285457,-0.001288,-0.234434,0.166297,1.784504,0.359024,0.118867,-0.112241,0.082728,-0.013621,0.202962,0.598383,0.226013,0.159773,-0.154793,1.431919,2.803325,-4.919461,-21.664135,-5.006557,0.336971,15.568955
ID429,5.734785,-0.145299,-0.181279,0.143081,1.895622,0.369266,0.124237,-0.109172,0.107828,-0.068761,0.183305,0.848408,0.232539,0.203426,-0.364121,1.946044,3.54092,-2.633877,-21.277341,-4.138504,0.428098,13.402207
ID430,18.350021,-0.24813,-0.296449,-0.112154,1.562598,0.302064,-0.143635,0.196097,-0.703993,-0.007222,-0.343292,-0.498294,-0.451874,-0.206356,0.541174,-2.919675,-4.913149,5.499688,19.48956,9.199643,-3.101996,-14.801386
ID431,-10.058531,-0.454721,-0.402541,0.022652,1.812575,0.456191,-0.28096,0.133955,0.075638,-0.469882,0.707489,1.161225,0.871123,0.045022,-1.370931,-1.251714,4.603525,-5.199006,-17.304289,-6.735335,2.460457,16.016352
ID432,-13.864461,0.3295,-0.289818,0.076017,1.443511,-0.085255,0.104401,0.114611,-1.613456,0.013633,0.050192,1.340729,-0.003777,0.208054,0.798308,-16.05544,2.648382,-6.942766,1.832722,-0.137243,-1.678019,4.438573
ID433,42.734097,-0.262355,-0.213386,-0.087324,1.752429,0.358678,-0.103616,0.025851,0.104826,-0.485706,0.556878,1.494547,0.635889,0.069105,-2.559806,9.880741,6.392924,14.153774,19.418045,0.836376,10.139697,-14.173727
ID434,46.078945,-0.086227,-0.301693,0.036747,1.682586,-0.035555,0.111306,0.309475,-2.281595,0.004491,0.629817,1.179073,0.000566,0.445467,0.730073,17.166966,0.348239,4.646388,-11.34422,1.338461,1.863259,-7.991071
ID435,17.670391,-0.207195,-0.249702,-0.029279,1.431154,0.300965,-0.104509,0.321147,0.09357,0.397713,-0.459626,-1.204348,-0.475351,0.166564,0.848887,-3.668964,-7.341776,0.608593,18.198574,8.801928,-3.168679,-13.030418
ID436,-5.437044,-0.635167,-0.30753,0.109089,1.637384,0.526125,-0.37443,0.394098,0.189565,0.003423,-0.365032,0.379356,-0.00496,0.337027,-0.417114,-5.468364,-3.99154,10.950817,24.545408,14.862207,-3.994506,-18.707479
ID437,31.942631,0.117174,-0.210684,0.024662,1.139646,0.279382,0.051996,0.44006,-0.402169,-0.477609,-0.072775,2.042366,0.122503,-0.32155,-1.565555,0.749935,-5.158813,1.806104,10.642806,0.170519,-0.234459,-15.752728
ID438,0.620907,-0.389401,-0.219261,0.141384,2.090621,0.400367,0.066698,-0.164409,0.044974,-0.034131,0.187809,0.71207,0.295882,0.034084,-0.131456,1.225641,4.940996,-7.780426,-22.460895,-8.671857,-1.728159,14.5713
ID439,61.8941,-0.582263,-0.353878,0.004505,1.826005,0.560746,-0.385938,0.137092,-0.418214,-0.657272,0.258047,0.581994,1.071424,-0.395457,-1.241933,19.591683,-2.717823,19.348787,21.849765,10.26671,16.284554,-29.841006
ID440,24.927683,0.034714,-0.149454,0.013836,1.587998,0.289218,0.042149,0.055004,0.110542,-0.383029,0.397821,1.775076,0.467228,0.196564,-1.883083,4.716751,1.619086,6.602442,-0.581971,0.019995,1.399419,2.200466
ID441,21.733866,-0.304923,-0.128751,0.135635,1.880072,0.326477,0.138046,0.000534,0.076671,0.332478,-0.318774,-1.973643,-0.235187,-0.247483,1.672386,6.026482,-1.048433,0.635779,-11.266211,3.276459,-0.170503,3.977607
ID442,-25.146326,0.325321,-0.443128,0.101338,1.287625,0.044272,0.072947,0.078554,1.931066,-0.486904,0.571702,-1.462805,0.211857,0.162236,-0.626033,-27.373644,7.298095,-7.895894,20.52557,-1.194094,0.611691,11.548824
ID443,78.429352,-0.219776,-0.328177,0.06433,1.66138,-0.007532,0.128184,0.285693,3.288732,-0.335197,-0.151756,-1.354693,-0.017457,-0.148255,-1.265196,26.527989,-2.341837,1.170812,-17.94299,1.489246,-1.975503,-2.425461
ID444,30.991148,0.009214,-0.419409,0.160149,1.481555,0.030669,0.126649,0.189028,-0.09595,-0.069941,0.285039,-0.051741,0.020724,0.11919,-0.03151,2.200622,1.532205,-4.740152,2.950975,-0.907897,-1.371424,1.89835
ID445,-24.990442,-0.570608,-0.224381,0.099413,1.760534,0.464393,-0.231735,0.232223,0.264778,-0.000001,-0.505303,-0.089213,-0.23031,0.17207,-0.095303,-13.056813,-12.651478,7.203731,38.204059,23.85562,-0.846999,-29.510011
ID446,-74.487495,0.075879,-0.289473,-0.114583,1.602507,0.008458,0.000832,0.251169,-0.645077,-0.005172,0.0251,0.33301,-0.000939,-0.00265,0.602183,-35.01914,-0.070733,-1.780611,20.311016,0.048253,-0.118012,16.110479
ID447,-6.388526,-0.416457,-0.350736,-0.033363,1.712169,0.447394,-0.280193,0.165409,0.627929,1.101138,-0.785731,-2.257182,-1.834653,0.753754,2.170373,-4.422745,-2.716664,1.812138,2.085033,8.302087,3.587152,0.858654
ID448,-0.951483,-0.073944,-0.362986,-0.141098,1.748339,0.025014,-0.018348,0.32175,-1.941663,-0.178011,-0.978711,1.919577,-0.183152,-0.575541,1.678271,-1.490011,-6.55559,-3.609607,-10.715085,-0.915546,-0.739288,-0.867834
